,employees.employee.employment.public.union.board.political.labor.employer.government,general.attorney.briefs.solicitor.argued.assistant.cause.curiae.brief.jr,communist.party.organization.board.foreign.registration.act.control.movement.organizations,school.religious.schools.student.establishment.religion.students.forum.program.university,grand.jury.press.information.footnote.privilege.news.criminal.sources.investigation,mr.debate.senator.clause.legislative.said.privilege.plaintiff.office.house,act.congress.committee.answer.service.inquiry.president.united.questions.security,opinion.filed.joined.district.post.respondents.held.argued.dissenting.jj,speech.government.interest.act.interests.governmental.opinion.case.united.states,advertising.commercial.speech.regulations.information.central.cable.marketing.interest.broadcasting,candidates.candidate.political.election.footnote.contributions.party.expenditures.contribution.campaign,injunction.review.maryland.district.restraint.prior.judicial.order.footnote.relief,limits.federal.election.buckley.bcra.contributions.campaign.political.candidates.candidate,affirmed.syllabus.decided.argued.freedom.held.act.law.case.reversed,false.statements.jury.damages.petitioner.malice.times.respondent.actual.trial,solicitation.charitable.fraud.paid.fee.organizations.requirement.telemarketers.circulators.north,flag.words.peace.conviction.ohio.convicted.conduct.street.symbol.group,obscene.obscenity.material.materials.film.sexual.standards.films.indecent.minors,religious.tax.prison.religion.inmates.rfra.exercise.burden.inmate.sales,ordinance.city.picketing.public.streets.ordinances.park.police.permit.regulation,syllabus
162,0,0,0,0,0,0,0.003436426,0.027491409,0.075601375,0.017182131,0,0.006872852,0,0.16838488,0.690721649,0,0.006872852,0.003436426,0,0,syllabus162
163,0.16426513,0,0.178674352,0.069164265,0,0,0,0.095100865,0,0,0,0.008645533,0,0.478386167,0,0,0.002881844,0.002881844,0,0,syllabus163
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.0625,0,0,0,0,0,syllabus164
165,0,0,0.053797468,0.034810127,0,0.003164557,0,0.10443038,0,0,0,0.003164557,0,0.075949367,0.721518987,0,0,0.003164557,0,0,syllabus165
166,0,0,0,0,0,0,0,0.071111111,0,0,0,0.155555556,0,0.524444444,0,0,0,0,0,0.248888889,syllabus166
167,0.034965035,0,0.111888112,0,0,0,0.055944056,0.041958042,0.062937063,0.006993007,0.041958042,0.097902098,0,0.545454545,0,0,0,0,0,0,syllabus167
168,0.34375,0,0,0,0.0078125,0,0,0.0078125,0.0390625,0.0234375,0,0,0,0.5703125,0.0078125,0,0,0,0,0,syllabus168
169,0,0.007633588,0.083969466,0.022900763,0,0.030534351,0.190839695,0.27480916,0.053435115,0,0,0,0,0.328244275,0,0,0,0,0,0.007633588,syllabus169
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903225806,0,0.096774194,0,0,0,0,syllabus170
171,0,0,0.005714286,0.005714286,0,0,0,0.177142857,0.04,0,0.017142857,0.085714286,0,0.314285714,0.005714286,0.011428571,0.234285714,0,0.005714286,0.097142857,syllabus171
172,0.021551724,0,0,0.017241379,0.025862069,0,0,0,0.043103448,0,0.043103448,0.004310345,0,0.228448276,0,0,0,0.612068966,0,0.004310345,syllabus172
173,0,0.008163265,0.089795918,0,0,0,0,0.040816327,0,0,0,0.224489796,0.008163265,0.008163265,0.008163265,0,0.069387755,0.383673469,0,0.159183673,syllabus173
174,0,0,0.074712644,0,0.017241379,0,0,0,0,0,0,0,0.005747126,0,0.867816092,0.005747126,0.011494253,0,0,0.017241379,syllabus174
175,0.043478261,0,0.00621118,0,0,0,0.00621118,0.105590062,0,0,0,0,0,0.142857143,0,0,0,0,0.037267081,0.658385093,syllabus175
176,0,0,0.043478261,0,0,0,0,0.043478261,0,0,0,0,0,0.52173913,0,0,0.391304348,0,0,0,syllabus176
177,0,0,0.061302682,0,0.003831418,0,0.095785441,0.030651341,0.425287356,0,0,0,0,0.203065134,0.007662835,0,0.164750958,0.003831418,0,0.003831418,syllabus177
178,0.420289855,0,0,0.106280193,0.004830918,0,0,0.1352657,0.062801932,0,0.004830918,0,0,0,0.256038647,0,0,0.009661836,0,0,syllabus178
179,0,0,0,0.111111111,0,0.023809524,0,0.246031746,0.007936508,0,0.007936508,0,0,0.119047619,0,0,0.023809524,0.007936508,0.412698413,0.03968254,syllabus179
180,0,0.037593985,0.030075188,0.015037594,0,0.015037594,0,0.233082707,0.015037594,0.007518797,0.052631579,0.345864662,0.015037594,0.165413534,0,0.022556391,0.037593985,0,0.007518797,0,syllabus180
181,0,0,0.082004556,0,0.004555809,0,0.378132118,0.28929385,0,0,0,0.230068337,0,0.013667426,0,0,0,0.002277904,0,0,syllabus181
182,0,0.0625,0,0.1875,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,syllabus182
183,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0.58490566,0,0,0.358490566,0.018867925,0,0.018867925,syllabus183
184,0,0,0.004807692,0,0,0,0.004807692,0.0625,0,0,0.009615385,0.009615385,0,0.375,0.004807692,0,0.052884615,0.004807692,0,0.471153846,syllabus184
185,0,0,0,0.006756757,0,0.006756757,0.006756757,0,0.141891892,0,0,0,0,0.358108108,0.033783784,0,0,0.445945946,0,0,syllabus185
186,0,0.014563107,0.009708738,0,0.024271845,0,0,0,0,0.024271845,0,0.004854369,0,0.383495146,0,0,0.538834951,0,0,0,syllabus186
187,0.0078125,0,0.002604167,0,0.135416667,0.015625,0.078125,0.161458333,0.065104167,0,0,0.002604167,0,0.015625,0.135416667,0,0.361979167,0.018229167,0,0,syllabus187
188,0,0.003717472,0,0,0,0,0,0,0.144981413,0.479553903,0.104089219,0,0,0.234200743,0.003717472,0,0.003717472,0,0.018587361,0.007434944,syllabus188
189,0,0,0,0,0.018786127,0.00433526,0,0.010115607,0.034682081,0.001445087,0,0.002890173,0,0.437861272,0,0,0.488439306,0,0.001445087,0,syllabus189
190,0.011428571,0,0.222857143,0,0,0,0.057142857,0.348571429,0.08,0.011428571,0,0,0,0,0.068571429,0,0.177142857,0.022857143,0,0,syllabus190
191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,syllabus191
192,0.006993007,0,0.006993007,0.223776224,0,0.055944056,0,0.664335664,0,0,0,0,0.006993007,0,0.013986014,0.006993007,0,0,0,0.013986014,syllabus192
193,0,0,0,0.283333333,0,0,0.033333333,0.008333333,0,0,0,0,0,0.25,0,0,0,0,0.416666667,0.008333333,syllabus193
194,0,0.006451613,0,0,0.051612903,0.012903226,0.019354839,0.187096774,0,0.04516129,0,0.567741935,0,0,0,0.006451613,0,0.058064516,0.038709677,0.006451613,syllabus194
195,0,0.007575758,0.015151515,0.007575758,0.015151515,0.053030303,0,0.143939394,0,0,0,0.037878788,0,0.007575758,0.674242424,0,0.015151515,0,0,0.022727273,syllabus195
196,0,0,0.043010753,0,0,0,0.333333333,0.225806452,0,0,0,0.010752688,0,0.086021505,0.096774194,0,0.172043011,0,0,0.032258065,syllabus196
197,0,0.007874016,0,0.007874016,0,0.007874016,0.251968504,0.228346457,0.023622047,0.031496063,0,0,0,0.141732283,0,0,0.039370079,0,0.228346457,0.031496063,syllabus197
198,0,0,0.022160665,0.005540166,0.110803324,0.005540166,0.180055402,0.191135734,0.135734072,0,0,0,0.013850416,0.132963989,0.063711911,0,0.12465374,0.002770083,0.011080332,0,syllabus198
199,0,0,0,0,0,0,0,0.253333333,0.075555556,0.013333333,0,0.644444444,0,0,0,0,0.004444444,0.004444444,0,0.004444444,syllabus199
200,0,0,0.112903226,0,0,0,0.322580645,0,0,0,0,0,0,0.516129032,0.048387097,0,0,0,0,0,syllabus200
201,0,0.024793388,0.008264463,0,0.008264463,0,0.285123967,0.231404959,0.061983471,0,0,0,0.004132231,0.347107438,0.012396694,0,0.008264463,0,0.004132231,0.004132231,syllabus201
202,0,0,0.005319149,0,0,0.085106383,0,0.20212766,0,0,0,0,0.042553191,0.005319149,0.64893617,0.005319149,0,0.005319149,0,0,syllabus202
203,0,0.005263158,0.047368421,0,0.042105263,0,0.005263158,0.268421053,0,0,0,0,0,0.010526316,0.610526316,0,0,0.010526316,0,0,syllabus203
204,0,0.00617284,0,0.055555556,0,0,0.37037037,0.395061728,0,0,0.00617284,0,0.00617284,0,0,0,0,0,0.160493827,0,syllabus204
205,0,0,0.028301887,0,0,0,0,0.58490566,0,0,0,0,0,0.018867925,0.009433962,0,0.047169811,0.311320755,0,0,syllabus205
206,0,0.028571429,0,0,0,0.028571429,0.114285714,0.380952381,0,0,0,0.19047619,0,0,0,0,0,0.257142857,0,0,syllabus206
207,0,0,0.056338028,0,0,0,0,0.492957746,0,0,0.014084507,0.084507042,0,0.098591549,0,0.070422535,0,0,0,0.183098592,syllabus207
208,0,0.056603774,0,0,0,0,0,0.452830189,0,0,0,0,0,0.169811321,0,0,0.169811321,0.113207547,0,0.037735849,syllabus208
209,0,0,0,0,0,0,0,0.320512821,0,0,0,0,0,0.192307692,0,0,0.448717949,0,0.038461538,0,syllabus209
210,0,0,0,0,0.043010753,0,0,0.322580645,0,0.032258065,0,0,0,0,0.387096774,0,0,0.215053763,0,0,syllabus210
211,0,0,0.006622517,0,0,0,0,0.529801325,0.013245033,0,0,0.311258278,0,0,0.132450331,0.006622517,0,0,0,0,syllabus211
212,0.002403846,0.002403846,0,0,0,0,0.004807692,0.002403846,0.019230769,0,0,0.002403846,0,0.165865385,0.002403846,0,0.153846154,0.644230769,0,0,syllabus212
213,0,0,0,0,0,0,0,0.611940299,0,0,0,0,0,0.014925373,0,0,0.373134328,0,0,0,syllabus213
214,0.049450549,0,0.005494505,0,0,0,0.010989011,0.423076923,0.032967033,0,0,0.065934066,0,0.395604396,0,0.016483516,0,0,0,0,syllabus214
215,0.018587361,0,0,0.330855019,0,0.003717472,0,0.171003717,0.226765799,0,0,0,0,0,0,0,0.040892193,0,0.208178439,0,syllabus215
216,0,0,0.007936508,0,0,0,0,0.277777778,0.063492063,0,0.246031746,0,0,0.30952381,0,0,0.095238095,0,0,0,syllabus216
217,0.005128205,0,0,0,0,0,0,0.21025641,0.005128205,0,0.061538462,0,0.01025641,0.241025641,0.005128205,0.035897436,0.415384615,0,0.01025641,0,syllabus217
218,0.011235955,0.005617978,0.005617978,0,0,0.005617978,0.005617978,0.578651685,0.056179775,0,0,0.005617978,0,0,0,0,0.016853933,0,0,0.308988764,syllabus218
219,0,0.022222222,0,0,0.122222222,0.011111111,0,0.644444444,0.144444444,0,0,0.044444444,0.011111111,0,0,0,0,0,0,0,syllabus219
220,0,0,0.01754386,0.105263158,0,0,0,0.49122807,0,0,0,0,0,0,0,0,0,0,0,0.385964912,syllabus220
221,0,0,0,0.115384615,0,0,0.009615385,0.317307692,0,0,0,0,0,0.115384615,0,0,0.221153846,0,0,0.221153846,syllabus221
222,0.00990099,0,0.01980198,0.272277228,0,0.00990099,0.04950495,0.435643564,0.148514851,0,0,0.00990099,0.014851485,0.024752475,0.004950495,0,0,0,0,0,syllabus222
223,0,0,0,0,0.140306122,0.005102041,0,0,0.022959184,0,0,0,0,0.147959184,0.163265306,0.007653061,0.012755102,0.5,0,0,syllabus223
224,0,0.001835424,0,0.000305904,0.160599572,0.661364332,0.032119914,0.029978587,0.109819517,0.000611808,0,0.000305904,0,0.002753136,0,0,0.000305904,0,0,0,syllabus224
225,0,0,0.036816269,0,0.720897616,0.00315568,0.023141655,0.000175316,0.139551192,0,0,0,0,0.058029453,0.017882188,0,0,0,0.000350631,0,syllabus225
226,0,0,0.023622047,0,0.015748031,0,0.385826772,0.346456693,0.015748031,0,0,0,0,0.165354331,0.007874016,0.007874016,0,0,0.031496063,0,syllabus226
227,0,0,0.011111111,0,0,0,0,0.466666667,0,0,0,0,0,0,0,0,0,0.188888889,0,0.333333333,syllabus227
228,0,0.003236246,0,0.258899676,0.124595469,0.029126214,0,0.160194175,0.100323625,0,0.004854369,0.021035599,0,0,0.03236246,0,0.153721683,0.111650485,0,0,syllabus228
229,0,0,0.008196721,0,0,0,0.163934426,0.278688525,0,0.295081967,0.040983607,0,0.081967213,0,0,0.12295082,0,0,0,0.008196721,syllabus229
230,0,0.00591716,0,0,0,0,0,0.313609467,0.00591716,0,0,0,0,0.017751479,0,0,0.017751479,0.639053254,0,0,syllabus230
231,0.004166667,0,0,0.004166667,0.033333333,0,0,0.229166667,0.0875,0,0,0.033333333,0,0.058333333,0,0,0,0.545833333,0.004166667,0,syllabus231
232,0,0,0.019736842,0,0,0,0,0.269736842,0.019736842,0,0.006578947,0,0,0,0,0.006578947,0,0.677631579,0,0,syllabus232
233,0,0,0,0,0,0,0,0.64556962,0,0,0.101265823,0,0,0.025316456,0,0.012658228,0.025316456,0.189873418,0,0,syllabus233
234,0,0,0,0,0,0,0.010526316,0.557894737,0.031578947,0,0,0,0,0,0.010526316,0,0,0.378947368,0,0.010526316,syllabus234
235,0.116438356,0,0,0,0.082191781,0,0.020547945,0.445205479,0.020547945,0.150684932,0,0.01369863,0.01369863,0,0.061643836,0.006849315,0,0,0,0.068493151,syllabus235
236,0.268817204,0,0,0,0.003584229,0.003584229,0,0.23655914,0.007168459,0.010752688,0.362007168,0,0.078853047,0,0,0.003584229,0.025089606,0,0,0,syllabus236
237,0.152046784,0,0.052631579,0,0,0,0,0.356725146,0.005847953,0,0.315789474,0,0,0,0,0.046783626,0,0.064327485,0,0.005847953,syllabus237
238,0.00204918,0,0.00204918,0.709016393,0,0,0,0.125,0.145491803,0.004098361,0,0,0,0,0,0,0,0,0.012295082,0,syllabus238
239,0,0.005154639,0,0,0.005154639,0.005154639,0,0.139175258,0,0,0,0,0,0.128865979,0,0,0.525773196,0,0,0.190721649,syllabus239
240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syllabus240
241,0,0,0,0,0.033457249,0,0,0.001858736,0.07063197,0,0.005576208,0,0,0.042750929,0,0,0.823420074,0.013011152,0,0.00929368,syllabus241
242,0,0.022522523,0.108108108,0,0.013513514,0,0,0.252252252,0.036036036,0,0.171171171,0,0.022522523,0.274774775,0,0,0.099099099,0,0,0,syllabus242
243,0,0,0,0,0,0,0.009009009,0.279279279,0,0,0,0,0,0.018018018,0,0,0.54954955,0.036036036,0.009009009,0.099099099,syllabus243
244,0,0.005208333,0,0,0,0.015625,0.010416667,0.364583333,0,0,0.005208333,0,0,0.119791667,0,0,0.46875,0.010416667,0,0,syllabus244
245,0,0.012931034,0,0.047413793,0,0.004310345,0.012931034,0.284482759,0.142241379,0.004310345,0,0.193965517,0,0.073275862,0,0,0.012931034,0,0.206896552,0.004310345,syllabus245
246,0,0,0,0.532133676,0.002570694,0.002570694,0.002570694,0.331619537,0.025706941,0,0,0.023136247,0,0.053984576,0.023136247,0,0,0.002570694,0,0,syllabus246
247,0.008163265,0.008163265,0,0,0.106122449,0,0.012244898,0.314285714,0.151020408,0,0,0,0,0,0,0.004081633,0,0.004081633,0.391836735,0,syllabus247
248,0,0,0,0.0125,0,0,0,0.575,0.025,0.0375,0.025,0,0.0125,0.025,0,0,0,0,0.2875,0,syllabus248
249,0,0,0,0,0.081081081,0.001689189,0.032094595,0.130067568,0.160472973,0,0.001689189,0,0,0.016891892,0.038851351,0,0.008445946,0.528716216,0,0,syllabus249
250,0,0,0,0,0.17791411,0,0,0.423312883,0.006134969,0.098159509,0,0.006134969,0.012269939,0.073619632,0.165644172,0,0.012269939,0,0.024539877,0,syllabus250
251,0.200743494,0,0.007434944,0,0,0,0,0.226765799,0.081784387,0,0,0,0.014869888,0.074349442,0.3866171,0,0,0.007434944,0,0,syllabus251
252,0,0,0,0.075471698,0,0,0.056603774,0.528301887,0.037735849,0.075471698,0.037735849,0,0.018867925,0,0,0,0.094339623,0,0,0.075471698,syllabus252
253,0.012307692,0.021538462,0,0,0.003076923,0,0.030769231,0.184615385,0.064615385,0,0.003076923,0,0,0,0.68,0,0,0,0,0,syllabus253
254,0.001081081,0,0.002162162,0.018378378,0.028108108,0.001081081,0.008648649,0.050810811,0.205405405,0,0.003243243,0,0.001081081,0,0.001081081,0.001081081,0.677837838,0,0,0,syllabus254
255,0,0,0,0,0,0.004950495,0,0.202970297,0,0,0,0.00990099,0,0,0.772277228,0,0,0.004950495,0,0.004950495,syllabus255
256,0,0,0,0,0.375415282,0,0,0.358803987,0.03986711,0.019933555,0.003322259,0,0,0.079734219,0.11627907,0,0.003322259,0,0.003322259,0,syllabus256
257,0,0,0.052941176,0,0,0.011764706,0,0.511764706,0,0,0.005882353,0.317647059,0.005882353,0,0,0,0.005882353,0,0,0.088235294,syllabus257
258,0,0,0,0.672131148,0.016393443,0,0.073770492,0.090163934,0.057377049,0,0.024590164,0,0,0,0,0.024590164,0,0,0.040983607,0,syllabus258
259,0.007874016,0,0.019685039,0,0.003937008,0.38976378,0.208661417,0.303149606,0.035433071,0,0.003937008,0,0.023622047,0,0,0,0,0,0.003937008,0,syllabus259
260,0.017241379,0,0,0,0.017241379,0,0,0.25862069,0.146551724,0.228448276,0,0.017241379,0,0.064655172,0.068965517,0.090517241,0.060344828,0,0,0.030172414,syllabus260
261,0,0,0,0,0.003891051,0.089494163,0.081712062,0.521400778,0.023346304,0,0.007782101,0.105058366,0.167315175,0,0,0,0,0,0,0,syllabus261
262,0,0,0,0.014084507,0.007042254,0.014084507,0,0.267605634,0.084507042,0,0,0.028169014,0,0,0,0,0.021126761,0.26056338,0,0.302816901,syllabus262
263,7.78E-05,0.000233281,0.018973561,0.001477449,0,0.016018663,0.003032659,0,0.216562986,0,0.723950233,0.004121306,0.008398134,0.006376361,0.000155521,0.000466563,0,7.78E-05,7.78E-05,0,syllabus263
264,0.0078125,0,0.01953125,0,0.04296875,0.0078125,0,0.3125,0,0,0,0,0,0,0.609375,0,0,0,0,0,syllabus264
265,0.173076923,0,0,0,0,0,0,0.621794872,0,0.038461538,0.006410256,0,0.032051282,0.019230769,0,0,0,0,0.006410256,0.102564103,syllabus265
266,0,0,0.039735099,0,0,0,0,0.284768212,0.006622517,0,0,0.052980132,0.033112583,0.370860927,0,0,0,0.21192053,0,0,syllabus266
267,0.019607843,0,0.003921569,0.003921569,0,0,0.105882353,0.474509804,0,0.003921569,0.090196078,0,0.003921569,0,0,0.011764706,0,0,0,0.282352941,syllabus267
268,0.1953125,0,0.0234375,0,0,0,0,0.3671875,0.15625,0,0,0,0,0.0625,0.015625,0,0,0,0.0234375,0.15625,syllabus268
269,0,0,0.012903226,0,0,0,0.038709677,0.322580645,0.129032258,0,0,0,0,0.006451613,0,0.083870968,0,0,0.077419355,0.329032258,syllabus269
270,0,0.01734104,0,0,0.005780347,0,0,0.341040462,0.098265896,0.514450867,0.005780347,0,0,0,0.005780347,0.005780347,0,0,0.005780347,0,syllabus270
271,0,0,0.04787234,0.553191489,0,0.021276596,0,0.20212766,0.005319149,0.021276596,0.021276596,0.10106383,0,0,0,0,0,0.010638298,0.015957447,0,syllabus271
272,0,0,0,0,0,0.01459854,0,0.361313869,0.189781022,0.003649635,0,0,0,0,0,0.003649635,0,0.149635036,0,0.277372263,syllabus272
273,0.133333333,0,0.111111111,0,0.033333333,0,0,0.566666667,0.011111111,0.011111111,0,0.111111111,0,0.011111111,0.011111111,0,0,0,0,0,syllabus273
274,0,0.028169014,0,0,0.39084507,0.003521127,0.024647887,0.225352113,0.151408451,0.007042254,0,0.066901408,0,0.056338028,0.042253521,0,0,0,0,0.003521127,syllabus274
275,0.543252595,0.003460208,0,0.055363322,0,0.076124567,0,0.224913495,0.058823529,0,0.017301038,0.01384083,0,0,0,0,0.003460208,0,0.003460208,0,syllabus275
276,0.070895522,0.02238806,0.003731343,0.070895522,0.041044776,0,0.026119403,0.470149254,0.003731343,0.044776119,0,0,0,0,0.208955224,0.007462687,0,0.018656716,0.007462687,0.003731343,syllabus276
277,0,0.009615385,0,0,0,0,0,0.567307692,0.105769231,0,0,0,0,0,0,0,0,0.307692308,0,0.009615385,syllabus277
278,0,0,0,0.007604563,0.079847909,0,0,0.319391635,0.159695817,0,0.003802281,0.030418251,0.019011407,0.144486692,0,0,0.216730038,0,0.019011407,0,syllabus278
279,0.0234375,0,0.0078125,0,0,0.015625,0,0.2265625,0.125,0.2890625,0,0,0,0,0.0078125,0,0,0.0078125,0,0.296875,syllabus279
280,0,0.00390625,0.0078125,0,0,0,0.09375,0.375,0,0,0,0,0,0.00390625,0.0078125,0,0,0.50390625,0,0.00390625,syllabus280
281,0,0.009708738,0,0,0.033980583,0,0,0.373786408,0,0.004854369,0,0,0,0.009708738,0,0,0,0.563106796,0,0.004854369,syllabus281
282,0,0,0,0,0,0,0,0.256281407,0.010050251,0,0,0,0.005025126,0.045226131,0.015075377,0,0,0.663316583,0.005025126,0,syllabus282
283,0.163568773,0,0,0,0.003717472,0.003717472,0,0.275092937,0.055762082,0,0,0.003717472,0.003717472,0.007434944,0,0.089219331,0,0,0.390334572,0.003717472,syllabus283
284,0,0,0,0.655367232,0,0,0,0.175141243,0,0,0.011299435,0.06779661,0,0,0,0,0.084745763,0.005649718,0,0,syllabus284
285,0.014662757,0.011730205,0,0.004398827,0,0.026392962,0.508797654,0.130498534,0.247800587,0.002932551,0.039589443,0.001466276,0,0,0,0,0,0,0.008797654,0.002932551,syllabus285
286,0,0,0.02484472,0.080745342,0,0.043478261,0,0.354037267,0.01242236,0,0.149068323,0,0.00621118,0.118012422,0,0,0,0,0.211180124,0,syllabus286
287,0.009259259,0.012345679,0,0.00308642,0.018518519,0.00308642,0.00308642,0.320987654,0.209876543,0.00617284,0.083333333,0.037037037,0.104938272,0,0.00308642,0.172839506,0,0.00308642,0,0.009259259,syllabus287
288,0,0,0,0,0.237288136,0.011299435,0.016949153,0.06779661,0.192090395,0.033898305,0.005649718,0,0,0.299435028,0.11299435,0,0.011299435,0.011299435,0,0,syllabus288
289,0,0,0,0,0,0,0,0.202020202,0,0,0,0,0,0,0,0,0,0.792929293,0,0.005050505,syllabus289
290,0,0,0.010309278,0.005154639,0.407216495,0,0,0.350515464,0.030927835,0.005154639,0.005154639,0.015463918,0,0.015463918,0,0,0.015463918,0.015463918,0.113402062,0.010309278,syllabus290
291,0,0,0,0,0.004830918,0,0,0.265700483,0.033816425,0.362318841,0,0.024154589,0.004830918,0.057971014,0,0.004830918,0.053140097,0.183574879,0,0.004830918,syllabus291
292,0.293478261,0,0,0,0,0,0,0.586956522,0,0.016304348,0.010869565,0,0.016304348,0.070652174,0,0,0,0,0,0.005434783,syllabus292
293,0.032407407,0,0.087962963,0,0.018518519,0,0,0.222222222,0.097222222,0.37037037,0,0,0,0.111111111,0.009259259,0,0.050925926,0,0,0,syllabus293
294,0.002673797,0.005347594,0.002673797,0,0.131016043,0,0.002673797,0.173796791,0.112299465,0.005347594,0.002673797,0,0,0.048128342,0.502673797,0,0,0.002673797,0.00802139,0,syllabus294
295,0.432098765,0,0,0,0,0,0,0.018518519,0.12345679,0,0.098765432,0,0.037037037,0.290123457,0,0,0,0,0,0,syllabus295
296,0,0,0.037593985,0.015037594,0,0.015037594,0.082706767,0.172932331,0.090225564,0,0.556390977,0,0,0.030075188,0,0,0,0,0,0,syllabus296
297,0.006134969,0,0.006134969,0,0.374233129,0,0,0.263803681,0.073619632,0.122699387,0,0.006134969,0,0.012269939,0.049079755,0,0.079754601,0,0,0.006134969,syllabus297
298,0,0.002617801,0.002617801,0,0.138743455,0.154450262,0,0.251308901,0.09947644,0,0.010471204,0,0,0,0.337696335,0,0,0,0,0.002617801,syllabus298
299,0.048387097,0,0,0,0,0,0.365591398,0.344086022,0.150537634,0.075268817,0,0,0,0,0,0,0,0,0,0.016129032,syllabus299
300,0.037562013,0,0.009922041,0,0.066619419,0.019135365,0.001417434,0.029766123,0.141743444,0,0.000708717,0.678242381,0.000708717,0,0.009922041,0.002834869,0,0.000708717,0,0.000708717,syllabus300
301,0,0,0,0.003448276,0,0,0,0.320689655,0.089655172,0,0,0,0.006896552,0,0,0.468965517,0.006896552,0,0,0.103448276,syllabus301
302,0,0,0,0.00068918,0.009648518,0,0,0.034458994,0.090282564,0,0,0.707098553,0,0.034458994,0.00206754,0.00068918,0.00068918,0.1130255,0,0.006891799,syllabus302
303,0.430107527,0.086021505,0.075268817,0,0.021505376,0,0,0.301075269,0.02688172,0,0.043010753,0,0,0,0.016129032,0,0,0,0,0,syllabus303
304,0.078853047,0.003584229,0,0.007168459,0,0.003584229,0.007168459,0.315412186,0.096774194,0,0.003584229,0.003584229,0,0.003584229,0,0,0,0,0,0.476702509,syllabus304
305,0.028688525,0.012295082,0,0,0.020491803,0,0.012295082,0.241803279,0.270491803,0.336065574,0,0,0,0.020491803,0,0.004098361,0,0,0,0.053278689,syllabus305
306,0.004608295,0,0,0,0,0.004608295,0,0.31797235,0.069124424,0.566820276,0,0.013824885,0,0,0,0.00921659,0.004608295,0.00921659,0,0,syllabus306
307,0,0.008474576,0,0,0.36440678,0.059322034,0.008474576,0,0,0,0,0.008474576,0.016949153,0.415254237,0.016949153,0,0.042372881,0.059322034,0,0,syllabus307
308,0.003891051,0,0,0.031128405,0,0,0,0.291828794,0.050583658,0.077821012,0,0,0.003891051,0.011673152,0.027237354,0,0,0.054474708,0,0.447470817,syllabus308
309,0,0,0,0,0,0,0.002590674,0.189119171,0.178756477,0.002590674,0,0,0,0.002590674,0.002590674,0.474093264,0.002590674,0.007772021,0.056994819,0.080310881,syllabus309
310,0.008403361,0,0,0.021008403,0.008403361,0.004201681,0.134453782,0.420168067,0.033613445,0.025210084,0,0.071428571,0.008403361,0.105042017,0,0,0.004201681,0.004201681,0,0.151260504,syllabus310
311,0,0,0.0078125,0,0,0,0.09375,0.453125,0.015625,0.0390625,0.1875,0,0.125,0.0625,0.0078125,0,0,0,0.0078125,0,syllabus311
312,0,0,0.058823529,0,0,0,0.527233115,0.224400871,0.106753813,0,0,0.045751634,0,0.008714597,0,0.008714597,0.013071895,0,0,0.006535948,syllabus312
313,0,0,0,0,0.009345794,0.009345794,0,0.224299065,0.009345794,0.280373832,0,0,0.018691589,0,0.018691589,0,0,0,0,0.429906542,syllabus313
314,0,0.004166667,0,0.470833333,0,0.004166667,0.008333333,0.1875,0.308333333,0.004166667,0,0.004166667,0,0,0,0.004166667,0,0,0,0.004166667,syllabus314
315,0,0,0,0,0.016666667,0.0125,0,0.345833333,0.075,0.004166667,0.354166667,0,0.079166667,0,0,0,0,0,0,0.1125,syllabus315
316,0,0,0,0,0.035842294,0,0,0.301075269,0.229390681,0.0609319,0,0,0,0,0.007168459,0,0,0.193548387,0,0.172043011,syllabus316
317,0,0,0,0.010830325,0.010830325,0,0.007220217,0.231046931,0.245487365,0,0.23465704,0.003610108,0,0.007220217,0.23465704,0.003610108,0.003610108,0,0.007220217,0,syllabus317
318,0,0,0,0.007518797,0.545112782,0,0.007518797,0.187969925,0.206766917,0,0,0.007518797,0,0.026315789,0,0.003759398,0,0.007518797,0,0,syllabus318
319,0.101265823,0,0,0.189873418,0,0,0,0.544303797,0,0.012658228,0,0.012658228,0,0.025316456,0,0,0.113924051,0,0,0,syllabus319
320,0,0.003649635,0,0,0,0,0,0.226277372,0.087591241,0.00729927,0,0,0,0.02919708,0.04379562,0,0,0.602189781,0,0,syllabus320
321,0,0,0.02972973,0.002702703,0,0,0.035135135,0.17027027,0.024324324,0,0.002702703,0,0,0.367567568,0.318918919,0,0.018918919,0,0.021621622,0.008108108,syllabus321
322,0.006493506,0.012987013,0.012987013,0,0,0.012987013,0.038961039,0.142857143,0.032467532,0,0.227272727,0,0.363636364,0.11038961,0,0.032467532,0.006493506,0,0,0,syllabus322
323,0.405063291,0,0,0.180379747,0,0.009493671,0,0.21835443,0.107594937,0,0.003164557,0,0.003164557,0.034810127,0,0,0.003164557,0,0,0.034810127,syllabus323
324,0,0,0,0,0.007936508,0.05952381,0,0.107142857,0.293650794,0,0,0.023809524,0.015873016,0,0,0,0,0,0.492063492,0,syllabus324
